
==================================================
Loading embedding model: sentence-transformers/use-cmlm-multilingual...

Embedding Similarity Benchmark Results (Model: sentence-transformers/use-cmlm-multilingual):

| ZhiWen File   | Equivalent File   |   Cosine Similarity |
| sim_0067.zw   | sim_0067.json     |              0.7578 |
| sim_0046.zw   | sim_0046.json     |              0.8539 |
| sim_0042.zw   | sim_0042.json     |              0.7602 |
| sim_0052.zw   | sim_0052.json     |              0.7919 |
| sim_0082.zw   | sim_0082.json     |              0.8495 |
| sim_0040.zw   | sim_0040.json     |              0.8171 |
| sim_0011.zw   | sim_0011.json     |              0.8401 |
| sim_0086.zw   | sim_0086.json     |              0.7444 |
| sim_0044.zw   | sim_0044.json     |              0.8348 |
| sim_0068.zw   | sim_0068.json     |              0.8273 |
| sim_0099.zw   | sim_0099.json     |              0.822  |
| sim_0023.zw   | sim_0023.json     |              0.8563 |
| sim_0050.zw   | sim_0050.json     |              0.8301 |
| sim_0087.zw   | sim_0087.json     |              0.8186 |
| sim_0065.zw   | sim_0065.json     |              0.7565 |
| sim_0090.zw   | sim_0090.json     |              0.8309 |
| sim_0074.zw   | sim_0074.json     |              0.8326 |
| sim_0051.zw   | sim_0051.json     |              0.7529 |
| sim_0070.zw   | sim_0070.json     |              0.7511 |
| sim_0045.zw   | sim_0045.json     |              0.7868 |
| sim_0030.zw   | sim_0030.json     |              0.7488 |
| sim_0035.zw   | sim_0035.json     |              0.8317 |
| sim_0037.zw   | sim_0037.json     |              0.7485 |
| sim_0034.zw   | sim_0034.json     |              0.8033 |
| sim_0010.zw   | sim_0010.json     |              0.8624 |
| sim_0020.zw   | sim_0020.json     |              0.8552 |
| sim_0029.zw   | sim_0029.json     |              0.8203 |
| sim_0032.zw   | sim_0032.json     |              0.8487 |
| sim_0096.zw   | sim_0096.json     |              0.8434 |
| sim_0003.zw   | sim_0003.json     |              0.8284 |
| sim_0053.zw   | sim_0053.json     |              0.7932 |
| sim_0056.zw   | sim_0056.json     |              0.7422 |
| sim_0092.zw   | sim_0092.json     |              0.7646 |
| sim_0019.zw   | sim_0019.json     |              0.8129 |
| sim_0076.zw   | sim_0076.json     |              0.8666 |
| sim_0039.zw   | sim_0039.json     |              0.7708 |
| sim_0018.zw   | sim_0018.json     |              0.8507 |
| sim_0062.zw   | sim_0062.json     |              0.825  |
| sim_0036.zw   | sim_0036.json     |              0.8249 |
| sim_0017.zw   | sim_0017.json     |              0.8346 |
| sim_0001.zw   | sim_0001.json     |              0.8138 |
| sim_0058.zw   | sim_0058.json     |              0.7471 |
| sim_0075.zw   | sim_0075.json     |              0.8474 |
| sim_0012.zw   | sim_0012.json     |              0.8499 |
| sim_0084.zw   | sim_0084.json     |              0.8307 |
| sim_0078.zw   | sim_0078.json     |              0.7588 |
| sim_0021.zw   | sim_0021.json     |              0.7293 |
| sim_0043.zw   | sim_0043.json     |              0.8519 |
| sim_0089.zw   | sim_0089.json     |              0.8402 |
| sim_0038.zw   | sim_0038.json     |              0.8481 |
| sim_0014.zw   | sim_0014.json     |              0.8667 |
| sim_0077.zw   | sim_0077.json     |              0.8503 |
| sim_0072.zw   | sim_0072.json     |              0.8453 |
| sim_0028.zw   | sim_0028.json     |              0.836  |
| sim_0069.zw   | sim_0069.json     |              0.8152 |
| sim_0006.zw   | sim_0006.json     |              0.778  |
| sim_0004.zw   | sim_0004.json     |              0.8337 |
| sim_0000.zw   | sim_0000.json     |              0.8392 |
| sim_0016.zw   | sim_0016.json     |              0.8458 |

Average Cosine Similarity (sentence-transformers/use-cmlm-multilingual): 0.8146
